#chrom	txStart	txEnd	refseq	score	strand	symbol	rank
chr15	69561719	69561720	NR_026979	1.251	+	DRAIC	428
chr1	16613605	16613606	NM_017940	1.25	-	NBPF1	429
chr19	53431973	53431974	NR_110551	1.25	+	ZNF761	430
chr19	53431973	53431974	NR_003148	1.25	+	TPM3P9	431
chr19	53431973	53431974	NM_001008401	1.25	+	ZNF761	432
chr19	53431973	53431974	NM_001289951	1.25	+	ZNF761	433
chr12	12875476	12875477	NR_003932	1.247	+	RPL13AP20	434
chr1	236394379	236394380	NM_145861	1.245	+	EDARADD	435
chr21	30561289	30561290	NM_181614	1.243	-	KRTAP19-7	436
chr15	78872988	78872989	NM_001265604	1.239	+	MORF4L1	437
chr15	78872988	78872989	NM_001265605	1.239	+	MORF4L1	438
chr16	67347354	67347355	NM_001161575	1.238	+	LRRC36	439
chr3	113532370	113532371	NM_017699	1.237	+	SIDT1	440
chr3	113532370	113532371	NM_001308350	1.237	+	SIDT1	441
chr1	236395415	236395416	NM_080738	1.237	+	EDARADD	442
chr5	14871778	14871779	NM_054027	1.236	-	ANKH	443
chr11	121292867	121292868	NM_001024956	1.236	+	SC5D	444
chr1	25338297	25338298	NM_014313	1.227	+	TMEM50A	445
chr11	89659296	89659297	NM_153696	1.226	+	FOLH1B	446
chr10	122113038	122113039	NM_001291879	1.223	+	TACC2	447
chr16	54931198	54931199	NM_001252197	1.222	+	IRX5	448
chr2	79138427	79138428	NR_002714	1.222	-	REG1CP	449
chr16	54931198	54931199	NM_005853	1.222	+	IRX5	450
chr1	169586531	169586532	NM_000130	1.22	-	F5	451
chr11	121292678	121292679	NM_006918	1.22	+	SC5D	452
chr8	86743675	86743676	NM_019098	1.219	-	CNGB3	453
chr20	2295966	2295967	NM_003245	1.216	+	TGM3	454
chr17	28951490	28951491	NM_020889	1.215	-	PHF12	455
chr13	95301446	95301447	NM_001301829	1.215	-	ABCC4	456
chr17	28951490	28951491	NM_001033561	1.215	-	PHF12	457
chr17	28951490	28951491	NM_001290131	1.215	-	PHF12	458
chr13	95301446	95301447	NM_001301830	1.215	-	ABCC4	459
chr13	95301446	95301447	NM_005845	1.215	-	ABCC4	460
chr13	95301446	95301447	NM_001105515	1.215	-	ABCC4	461
chr7	93219595	93219596	NM_198151	1.214	-	HEPACAM2	462
chr7	93219595	93219596	NM_001288810	1.214	-	HEPACAM2	463
chr10	7186784	7186785	NR_132972	1.213	-	SNORD129	464
chr4	105352881	105352882	NR_126420	1.213	-	TET2-AS1	465
chr20	2463047	2463048	NR_003684	1.212	-	SNORD119	466
chr9	8858017	8858018	NR_121599	1.207	+	PTPRD-AS1	467
chr9	8858017	8858018	NR_121600	1.207	+	PTPRD-AS1	468
chr2	178108339	178108340	NM_001077197	1.205	-	PDE11A	469
chr1	219174968	219174969	NM_001300772	1.205	+	LYPLAL1	470
chr12	10435993	10435994	NM_002260	1.204	-	KLRC2	471
chr8	55879826	55879827	NM_002350	1.204	+	LYN	472
chr8	55879826	55879827	NM_001111097	1.204	+	LYN	473
chr19	53445000	53445001	NM_001289952	1.203	+	ZNF761	474
chr6	33746985	33746986	NM_054111	1.201	-	IP6K3	475
chr6	33746985	33746986	NM_001142883	1.201	-	IP6K3	476
chr1	236282039	236282040	NM_019891	1.199	-	ERO1B	477
chr11	108593647	108593648	NM_015065	1.198	-	EXPH5	478
chr8	94949387	94949388	NM_001135733	1.197	-	TP53INP1	479
chr8	94949387	94949388	NM_033285	1.197	-	TP53INP1	480
chr8	130084768	130084769	NR_045385	1.196	-	ASAP1-IT2	481
chr11	108593738	108593739	NM_001308019	1.195	-	EXPH5	482
chr15	79897285	79897286	NM_001199758	1.194	-	MTHFS	483
chr15	52019213	52019214	NM_002748	1.193	+	MAPK6	484
chr4	74158111	74158112	NM_001144978	1.191	+	MTHFD2L	485
chr15	79896997	79896998	NR_037654	1.191	-	MTHFS	486
chr15	79897049	79897050	NM_006441	1.191	-	MTHFS	487
chr1	219174170	219174171	NM_001300771	1.19	+	LYPLAL1	488
chr14	95329583	95329584	NR_110127	1.187	+	LOC101929080	489
chr2	208025560	208025561	NM_001080475	1.185	-	PLEKHM3	490
chr1	219173830	219173831	NM_138794	1.184	+	LYPLAL1	491
chr11	68460717	68460718	NM_018312	1.184	+	PPP6R3	492
chr1	219173830	219173831	NM_001300769	1.184	+	LYPLAL1	493
chr1	219173830	219173831	NM_001300770	1.184	+	LYPLAL1	494
chr11	68460717	68460718	NM_001164160	1.184	+	PPP6R3	495
chr11	68460717	68460718	NM_001164161	1.184	+	PPP6R3	496
chr11	68460717	68460718	NM_001164163	1.184	+	PPP6R3	497
chr11	68460717	68460718	NM_001164164	1.184	+	PPP6R3	498
chr8	29921512	29921513	NR_024473	1.184	+	FAM183CP	499
chr11	68460717	68460718	NM_001164162	1.184	+	PPP6R3	500
chr11	62337301	62337302	NM_025080	1.183	+	ASRGL1	501
chr11	62337301	62337302	NM_001083926	1.183	+	ASRGL1	502
chr1	219173788	219173789	NR_038845	1.183	-	LYPLAL1-AS1	503
chr5	34008115	34008116	NM_014324	1.173	-	AMACR	504
chr5	34008115	34008116	NM_203382	1.173	-	AMACR	505
chr5	34008115	34008116	NM_001167595	1.173	-	AMACR	506
chr12	116738070	116738071	NM_024738	1.172	-	C12orf49	507
chr4	105895439	105895440	NM_001033047	1.169	+	NPNT	508
chr4	105895439	105895440	NM_001184693	1.169	+	NPNT	509
chr4	105895439	105895440	NM_001184690	1.169	+	NPNT	510
chr4	105895439	105895440	NM_001184691	1.169	+	NPNT	511
chr4	105895439	105895440	NM_001184692	1.169	+	NPNT	512
chr19	34677638	34677639	NM_001289181	1.166	+	ZNF302	513
chr19	34677638	34677639	NM_001289189	1.166	+	ZNF302	514
chr19	34677638	34677639	NM_001289184	1.166	+	ZNF302	515
chr19	34677638	34677639	NM_001289185	1.166	+	ZNF302	516
chr19	34677638	34677639	NM_001012320	1.166	+	ZNF302	517
chr19	34677638	34677639	NM_001289187	1.166	+	ZNF302	518
chr19	34677638	34677639	NR_110322	1.166	+	ZNF302	519
chr19	34677638	34677639	NM_001289182	1.166	+	ZNF302	520
chr19	34677638	34677639	NM_001289188	1.166	+	ZNF302	521
chr19	34677638	34677639	NM_001289192	1.166	+	ZNF302	522
chr19	34677638	34677639	NM_001289190	1.166	+	ZNF302	523
chr19	34677638	34677639	NM_001289191	1.166	+	ZNF302	524
chr19	34677638	34677639	NM_001289186	1.166	+	ZNF302	525
chr19	34677638	34677639	NM_001289183	1.166	+	ZNF302	526
chr19	34677638	34677639	NM_018675	1.166	+	ZNF302	527
chr19	34677638	34677639	NM_018443	1.166	+	ZNF302	528
chr12	116738290	116738291	NM_032814	1.165	+	RNFT2	529
chr12	116738290	116738291	NM_001109903	1.165	+	RNFT2	530
chr18	23662885	23662886	NM_173505	1.163	-	ANKRD29	531
chr18	23662885	23662886	NM_001308238	1.163	-	ANKRD29	532
chr1	167195805	167195806	NR_110811	1.162	-	LINC01363	533
chr10	13502976	13502977	NM_152751	1.153	-	BEND7	534
chr10	13502976	13502977	NM_001100912	1.153	-	BEND7	535
chr19	55947831	55947832	NM_001317000	1.152	+	NLRP8	536
chr19	55947831	55947832	NM_176811	1.152	+	NLRP8	537
chr2	10449727	10449728	NR_110597	1.148	+	LOC101929715	538
chr2	233760272	233760273	NM_000463	1.146	+	UGT1A1	539
chr6	99994037	99994038	NR_038384	1.145	+	MCHR2-AS1	540
chrX	118839555	118839556	NR_110393	1.142	+	LINC01285	541
chr8	134713049	134713050	NM_001289394	1.139	-	ZFAT	542
chr8	134713049	134713050	NM_020863	1.139	-	ZFAT	543
chr8	134713049	134713050	NR_110323	1.139	-	ZFAT	544
chr8	134713049	134713050	NM_001174157	1.139	-	ZFAT	545
chr2	113067969	113067970	NM_173161	1.138	+	IL1F10	546
chr5	138543300	138543301	NM_001291975	1.135	-	ETF1	547
chr5	138543300	138543301	NM_001256302	1.135	-	ETF1	548
chr5	138543300	138543301	NM_004730	1.135	-	ETF1	549
chr9	98056676	98056677	NM_018946	1.132	+	NANS	550
chr12	76085033	76085034	NM_001307924	1.131	-	NAP1L1	551
chr12	76085033	76085034	NM_139207	1.131	-	NAP1L1	552
chr12	76085033	76085034	NM_004537	1.131	-	NAP1L1	553
chr6	99994223	99994224	NM_001040179	1.13	-	MCHR2	554
chr11	58023880	58023881	NM_001005212	1.13	+	OR9Q1	555
chr21	30337694	30337695	NM_001077711	1.129	-	KRTAP27-1	556
chr6	99994238	99994239	NM_032503	1.128	-	MCHR2	557
chr21	30320289	30320290	NM_203405	1.127	-	KRTAP26-1	558
chr13	23469511	23469512	NR_038995	1.125	+	LINC00327	559
chr6	97283176	97283177	NM_198468	1.125	-	MMS22L	560
chr7	120858123	120858124	NM_012338	1.124	-	TSPAN12	561
chr9	114806128	114806129	NM_005118	1.123	-	TNFSF15	562
chr4	185204028	185204029	NM_001292033	1.123	-	CFAP97	563
chr4	185204028	185204029	NM_020827	1.123	-	CFAP97	564
chr2	131218350	131218351	NM_001083538	1.117	+	POTEE	565
chr2	178112423	178112424	NM_152945	1.114	+	RBM45	566
chr5	180591487	180591488	NM_052863	1.113	-	SCGB3A1	567
chr6	144405654	144405655	NR_132778	1.113	+	SNORA98	568
chrX	11427785	11427786	NM_001287242	1.11	-	ARHGAP6	569
chr17	39628497	39628498	NM_001242464	1.109	+	PPP1R1B	570
chr17	39628497	39628498	NM_181505	1.109	+	PPP1R1B	571
chr19	53446226	53446227	NM_001289953	1.107	+	ZNF761	572
chr5	154829457	154829458	NR_039667	1.106	+	MIR378H	573
chr4	185204236	185204237	NM_001317781	1.105	+	SNX25	574
chr11	61362283	61362284	NM_153611	1.104	-	CYB561A3	575
chr11	62208667	62208668	NM_002407	1.104	+	SCGB2A1	576
chr11	61362283	61362284	NM_001161454	1.104	-	CYB561A3	577
chr11	61362283	61362284	NM_001300763	1.104	-	CYB561A3	578
chr11	129815845	129815846	NM_138788	1.103	+	TMEM45B	579
chr16	67966878	67966879	NM_001145964	1.101	-	SLC12A4	580
chr11	67681214	67681215	NM_001031615	1.1	-	ALDH3B2	581
chr10	114179269	114179270	NM_198795	1.098	+	TDRD1	582
chr13	27620583	27620584	NM_153371	1.095	-	LNX2	583
chr9	114792530	114792531	NM_001204344	1.093	-	TNFSF15	584
chr2	134838615	134838616	NM_138326	1.092	+	ACMSD	585
chr2	134838615	134838616	NM_001307983	1.092	+	ACMSD	586
chr4	117428397	117428398	NR_125757	1.091	+	LINC01378	587
chr14	81533861	81533862	NM_005065	1.087	-	SEL1L	588
chr14	81533861	81533862	NM_001244984	1.087	-	SEL1L	589
chr9	114930595	114930596	NM_001244	1.087	-	TNFSF8	590
chr1	246507342	246507343	NM_001167740	1.087	-	SMYD3	591
chr9	114930595	114930596	NM_001252290	1.087	-	TNFSF8	592
chr11	69641104	69641105	NM_053056	1.086	+	CCND1	593
chr10	7409341	7409342	NM_001018039	1.083	-	SFMBT2	594
chr13	27620742	27620743	NM_001206559	1.083	+	POLR1D	595
chr11	61362000	61362001	NR_028473	1.08	+	TMEM138	596
chr11	61362000	61362001	NM_016464	1.08	+	TMEM138	597
chr6	135239159	135239160	NR_030317	1.079	+	MIR548A2	598
chr10	47999791	47999792	NM_001137548	1.078	-	FAM25C	599
chr10	47999791	47999792	NM_001137549	1.078	-	FAM25G	600
chr1	9539468	9539469	NM_032315	1.076	+	SLC25A33	601
chr6	131135685	131135686	NM_016377	1.076	+	AKAP7	602
chr14	67533290	67533291	NM_020715	1.074	+	PLEKHH1	603
chr1	76074703	76074704	NM_152996	1.074	+	ST6GALNAC3	604
chr1	76074703	76074704	NM_001160011	1.074	+	ST6GALNAC3	605
chr2	21123985	21123986	NM_001306137	1.073	+	TDRD15	606
chr19	53520922	53520923	NM_001317120	1.07	+	ZNF331	607
chr19	53520922	53520923	NM_018555	1.07	+	ZNF331	608
chr1	61654241	61654242	NR_073400	1.069	+	MGC34796	609
chr1	84398531	84398532	NM_021233	1.069	+	DNASE2B	610
chr16	80892596	80892597	NR_131948	1.069	-	PRCAT47	611
chr16	80892596	80892597	NR_131947	1.069	-	PRCAT47	612
chr13	44373841	44373842	NM_001010897	1.068	+	SERP2	613
chr3	45842158	45842159	NM_020347	1.067	-	LZTFL1	614
chr3	45842158	45842159	NR_075080	1.067	-	LZTFL1	615
chr2	113721368	113721369	NR_039943	1.067	-	MIR4782	616
chr6	36336885	36336886	NM_001010903	1.067	-	C6orf222	617
chr6	10415237	10415238	NM_003220	1.065	-	TFAP2A	618
chr16	19067916	19067917	NM_001190983	1.063	+	COQ7	619
chr2	55010334	55010335	NM_007008	1.061	-	RTN4	620
chr3	9192492	9192493	NR_121664	1.061	+	LOC101927416	621
chr3	9192492	9192493	NR_121663	1.061	+	LOC101927416	622
chr11	86672636	86672637	NM_001161586	1.06	-	ME3	623
chr4	69280498	69280499	NM_001207004	1.059	+	UGT2B28	624
chr4	69280498	69280499	NM_053039	1.059	+	UGT2B28	625
chr2	10448554	10448555	NM_002539	1.055	-	ODC1	626
chr2	10448554	10448555	NM_001287188	1.055	-	ODC1	627
chr3	57544344	57544345	NM_198564	1.053	-	DNAH12	628
chr3	57544344	57544345	NM_001291661	1.053	-	DNAH12	629
chr16	19417695	19417696	NM_001261841	1.051	+	TMC5	630
chr12	69699416	69699417	NM_001282616	1.05	-	BEST3	631
chr12	69699416	69699417	NM_032735	1.05	-	BEST3	632
chr12	69699416	69699417	NM_001282614	1.05	-	BEST3	633
chr12	69699416	69699417	NM_001282615	1.05	-	BEST3	634
chr12	69699416	69699417	NM_001282613	1.05	-	BEST3	635
chr12	12891021	12891022	NM_003979	1.049	+	GPRC5A	636
chr16	77435114	77435115	NM_199355	1.045	-	ADAMTS18	637
chr16	19067691	19067692	NR_119379	1.044	-	LOC102723385	638
chr16	19067691	19067692	NR_119381	1.044	-	LOC102723385	639
chr16	51762518	51762519	NR_110916	1.044	+	LINC01571	640
chr16	19067691	19067692	NR_119380	1.044	-	LOC102723385	641
chr11	86672385	86672386	NM_006680	1.043	-	ME3	642
chr7	16805114	16805115	NM_006408	1.043	-	AGR2	643
chr15	69592199	69592200	NR_126438	1.041	+	PCAT29	644
chr15	69592199	69592200	NR_126437	1.041	+	PCAT29	645
chr3	123961408	123961409	NM_001308317	1.04	-	CCDC14	646
chr3	123961408	123961409	NM_022757	1.04	-	CCDC14	647
chr8	92965589	92965590	NM_001191036	1.037	-	TRIQK	648
chr3	37174605	37174606	NM_006309	1.036	-	LRRFIP2	649
chr19	51949133	51949134	NR_103847	1.035	+	ZNF350-AS1	650
chr16	19067594	19067595	NM_016138	1.035	+	COQ7	651
chr8	134696558	134696559	NM_001029939	1.035	-	ZFAT	652
chr8	134696558	134696559	NM_001167583	1.035	-	ZFAT	653
chr8	134696558	134696559	NM_001174158	1.035	-	ZFAT	654
chr5	70500903	70500904	NR_033968	1.034	-	GUSBP9	655
chr3	169869935	169869936	NM_001277128	1.033	-	LRRC31	656
chr3	169869935	169869936	NM_001277127	1.033	-	LRRC31	657
chr3	169869935	169869936	NM_024727	1.033	-	LRRC31	658
chr11	134253366	134253367	NM_199297	1.03	-	THYN1	659
chr11	134253366	134253367	NM_199298	1.03	-	THYN1	660
chr11	86672198	86672199	NM_001014811	1.03	-	ME3	661
chr11	134253366	134253367	NM_014174	1.03	-	THYN1	662
chr11	134253366	134253367	NM_001037305	1.03	-	THYN1	663
chr11	134253366	134253367	NM_001037304	1.03	-	THYN1	664
chr11	134253539	134253540	NM_014384	1.028	+	ACAD8	665
chr2	16665866	16665867	NM_030797	1.028	-	FAM49A	666
chr16	19067483	19067484	NR_119382	1.026	-	LOC102723385	667
chr10	110005967	110005968	NM_019903	1.025	+	ADD3	668
chr1	79006810	79006811	NM_022159	1.025	-	ADGRL4	669
chr11	9839141	9839142	NR_120539	1.024	+	LOC101928008	670
chr8	127244636	127244637	NR_117099	1.024	+	CASC21	671
chr16	77190918	77190919	NM_001286639	1.023	+	MON1B	672
chr16	77190918	77190919	NM_014940	1.023	+	MON1B	673
chr16	77190918	77190919	NM_001286640	1.023	+	MON1B	674
chr3	113515187	113515188	NM_144718	1.022	-	SPICE1	675
chr7	84532475	84532476	NR_110080	1.022	+	LOC101927378	676
chr7	84532475	84532476	NR_110079	1.022	+	LOC101927378	677
chr8	61689849	61689850	NM_032467	1.019	-	ASPH	678
chr8	61689849	61689850	NM_001164750	1.019	-	ASPH	679
chr8	61689849	61689850	NM_001164753	1.019	-	ASPH	680
chr8	61689849	61689850	NM_001164751	1.019	-	ASPH	681
chr8	61689849	61689850	NM_001164752	1.019	-	ASPH	682
chr8	61689849	61689850	NM_032468	1.019	-	ASPH	683
chr8	61689849	61689850	NM_020164	1.019	-	ASPH	684
chr2	218323178	218323179	NM_022572	1.016	+	PNKD	685
chr7	150737347	150737348	NM_018384	1.015	+	GIMAP5	686
chr8	92966037	92966038	NM_001191035	1.014	-	TRIQK	687
chr6	137173648	137173649	NM_181309	1.013	-	IL22RA2	688
chr8	39838289	39838290	NM_001278113	1.013	-	ADAM2	689
chr8	39838289	39838290	NM_001278114	1.013	-	ADAM2	690
chr8	39838289	39838290	NM_001464	1.013	-	ADAM2	691
chr6	137173648	137173649	NM_052962	1.013	-	IL22RA2	692
chr6	137173648	137173649	NM_181310	1.013	-	IL22RA2	693
chr1	239719119	239719120	NR_103776	1.012	-	CHRM3-AS2	694
chr21	36164540	36164541	NM_005128	1.012	+	DOPEY2	695
chr8	60281395	60281396	NM_004056	1.012	-	CA8	696
chr11	63289957	63289958	NM_001039752	1.012	+	SLC22A10	697
chr11	34632463	34632464	NM_001206616	1.01	+	EHF	698
chr3	150703971	150703972	NM_152394	1.009	-	ERICH6	699
chr3	150703974	150703975	NR_121674	1.009	+	ERICH6-AS1	700
chr3	150703971	150703972	NM_001308234	1.009	-	ERICH6	701
chr8	92966144	92966145	NM_001171799	1.008	-	TRIQK	702
chr8	92966144	92966145	NM_001171797	1.008	-	TRIQK	703
chr8	92966144	92966145	NM_001171795	1.008	-	TRIQK	704
chr8	92966144	92966145	NM_001171798	1.008	-	TRIQK	705
chr8	92966144	92966145	NM_001171796	1.008	-	TRIQK	706
chr9	122941008	122941009	NM_012197	1.007	+	RABGAP1	707
chr5	5140054	5140055	NR_109915	1.007	-	CTD-2297D10.2	708
chr3	185552581	185552582	NM_139248	1.006	-	LIPH	709
chr13	27621778	27621779	NM_152705	1.004	+	POLR1D	710
chr13	27621778	27621779	NM_015972	1.004	+	POLR1D	711
chr9	72305435	72305436	NR_110953	1.003	+	LINC01504	712
chr1	25023502	25023503	NR_039623	1.003	+	MIR4425	713
chr9	72305435	72305436	NR_110952	1.003	+	LINC01504	714
chr2	108989372	108989373	NM_022336	1.002	-	EDAR	715
chr7	90403333	90403334	NM_012129	1.002	+	CLDN12	716
chr7	90403333	90403334	NM_001185073	1.002	+	CLDN12	717
chr7	90403333	90403334	NM_001185072	1.002	+	CLDN12	718
chr17	39626923	39626924	NM_032192	1.002	+	PPP1R1B	719
chr12	14843479	14843480	NM_021071	1.002	-	ART4	720
chr16	81006497	81006498	NM_001100625	1.002	+	CENPN	721
chr16	81006497	81006498	NM_001270474	1.002	+	CENPN	722
chr16	81006497	81006498	NM_001270473	1.002	+	CENPN	723
chr16	81006497	81006498	NM_001100624	1.002	+	CENPN	724
chr16	81006497	81006498	NM_018455	1.002	+	CENPN	725
chr6	16129085	16129086	NM_013262	1.001	+	MYLIP	726
chr4	69214731	69214732	NM_001073	1.001	-	UGT2B11	727
chr1	231425044	231425045	NM_022051	1.0	-	EGLN1	728
chr11	4697846	4697847	NM_030774	0.999	-	OR51E2	729
chr2	106138881	106138882	NM_001253876	0.999	-	UXS1	730
chr1	39514865	39514866	NR_132962	0.999	+	OXCT2P1	731
chr12	14814182	14814183	NM_001013698	0.998	-	SMCO3	732
chr5	5140329	5140330	NM_139056	0.998	+	ADAMTS16	733
chr17	72592804	72592805	NR_036488	0.998	-	LINC00673	734
chr4	68129869	68129870	NM_207407	0.998	-	TMPRSS11F	735
chr5	141866202	141866203	NM_001278615	0.998	-	PCDH1	736
chr7	17558909	17558910	NR_110013	0.998	-	LOC101927630	737
chr2	10447799	10447800	NM_001287189	0.997	-	ODC1	738
chr2	10447799	10447800	NM_001287190	0.997	-	ODC1	739
chr3	37175215	37175216	NM_001282691	0.997	-	LRRFIP2	740
chr5	138541711	138541712	NM_001282185	0.996	-	ETF1	741
chr5	138541711	138541712	NM_001291974	0.996	-	ETF1	742
chr7	122304511	122304512	NM_001160264	0.995	-	FEZF1	743
chr10	35778301	35778302	NR_110138	0.995	+	PCAT5	744
chr7	122304511	122304512	NM_001024613	0.995	-	FEZF1	745
chr14	77076191	77076192	NR_110553	0.995	-	LOC102724190	746
chr19	55676624	55676625	NM_001130071	0.993	+	EPN1	747
chr7	142885745	142885746	NM_018646	0.993	-	TRPV6	748
chr17	58219605	58219606	NM_001165927	0.993	-	MKS1	749
chr6	34392680	34392681	NM_006703	0.993	-	NUDT3	750
chr14	18980793	18980794	NR_110505	0.993	-	LOC100508046	751
chr6	138218490	138218491	NM_021635	0.992	-	PBOV1	752
chr9	98172892	98172893	NM_003389	0.992	-	CORO2A	753
chr4	68670776	68670777	NM_001076	0.991	-	UGT2B15	754
chr5	61162475	61162476	NM_001048249	0.991	-	SMIM15	755
chr16	20741964	20741965	NM_001304550	0.99	-	THUMPD1	756
chr17	79919356	79919357	NR_110851	0.99	+	LOC101928738	757
chr16	20741964	20741965	NM_017736	0.99	-	THUMPD1	758
chr11	31812183	31812184	NM_001258463	0.989	-	PAX6	759
chr10	14954432	14954433	NM_001289079	0.988	-	DCLRE1C	760
chr10	14954432	14954433	NM_001289078	0.988	-	DCLRE1C	761
chrX	54045136	54045137	NM_001184896	0.988	-	PHF8	762
chr10	14954432	14954433	NR_110297	0.988	-	DCLRE1C	763
chr10	14954432	14954433	NM_001289077	0.988	-	DCLRE1C	764
chr6	46903470	46903471	NR_110658	0.988	+	LOC101926962	765
chr10	14954432	14954433	NM_001033855	0.988	-	DCLRE1C	766
chr10	14954432	14954433	NM_001033858	0.988	-	DCLRE1C	767
chr10	14954432	14954433	NM_001289076	0.988	-	DCLRE1C	768
chr10	14954432	14954433	NM_001033857	0.988	-	DCLRE1C	769
chr10	14954432	14954433	NM_022487	0.988	-	DCLRE1C	770
chr13	42562735	42562736	NM_033012	0.987	+	TNFSF11	771
chr12	80935833	80935834	NR_030349	0.987	-	MIR618	772
chr4	164754130	164754131	NR_038834	0.986	+	LINC01207	773
chr2	79523182	79523183	NM_001282598	0.986	+	CTNNA2	774
chr3	150703563	150703564	NR_121675	0.986	+	ERICH6-AS1	775
chr21	41767089	41767090	NM_020639	0.985	-	RIPK4	776
chr11	60492777	60492778	NM_001164470	0.985	+	MS4A12	777
chr7	97116592	97116593	NM_020186	0.985	+	SDHAF3	778
chr11	114439385	114439386	NM_015523	0.985	+	REXO2	779
chr11	60492777	60492778	NM_017716	0.985	+	MS4A12	780
chr5	34043266	34043267	NM_030945	0.983	-	C1QTNF3	781
chr5	61162315	61162316	NR_109908	0.983	+	CTC-436P18.1	782
chr12	69689277	69689278	NR_104220	0.983	-	BEST3	783
chr12	69689277	69689278	NM_152439	0.983	-	BEST3	784
chr4	68815992	68815993	NM_001290091	0.983	+	UGT2B10	785
chr4	68815992	68815993	NM_001144767	0.983	+	UGT2B10	786
chr5	34043266	34043267	NM_181435	0.983	-	C1QTNF3	787
chr4	68815992	68815993	NM_001075	0.983	+	UGT2B10	788
chr21	42653751	42653752	NM_002606	0.982	+	PDE9A	789
chr21	42653751	42653752	NM_001001583	0.982	+	PDE9A	790
chr21	42653751	42653752	NM_001001582	0.982	+	PDE9A	791
chr21	42653751	42653752	NM_001001579	0.982	+	PDE9A	792
chr21	42653751	42653752	NM_001001581	0.982	+	PDE9A	793
chr21	42653751	42653752	NM_001001574	0.982	+	PDE9A	794
chr21	42653751	42653752	NM_001001580	0.982	+	PDE9A	795
chr21	42653751	42653752	NM_001001584	0.982	+	PDE9A	796
chr21	42653751	42653752	NM_001001585	0.982	+	PDE9A	797
chr21	42653751	42653752	NM_001315533	0.982	+	PDE9A	798
chr21	42653751	42653752	NM_001001577	0.982	+	PDE9A	799
chr15	40351032	40351033	NM_001145643	0.982	+	PHGR1	800
chr21	42653751	42653752	NM_001001570	0.982	+	PDE9A	801
chr21	42653751	42653752	NM_001001576	0.982	+	PDE9A	802
chr5	72878590	72878591	NR_039968	0.982	+	MIR4804	803
chr21	42653751	42653752	NM_001001573	0.982	+	PDE9A	804
chr21	42653751	42653752	NM_001001578	0.982	+	PDE9A	805
chr21	42653751	42653752	NM_001001575	0.982	+	PDE9A	806
chr2	121285202	121285203	NM_014553	0.982	-	TFCP2L1	807
chr21	42653751	42653752	NM_001001572	0.982	+	PDE9A	808
chr21	42653751	42653752	NM_001001567	0.982	+	PDE9A	809
chr21	42653751	42653752	NM_001001571	0.982	+	PDE9A	810
chr21	42653751	42653752	NM_001001568	0.982	+	PDE9A	811
chr21	42653751	42653752	NM_001001569	0.982	+	PDE9A	812
chr9	21802635	21802636	NM_002451	0.981	+	MTAP	813
chr3	56683107	56683108	NM_001112736	0.981	-	FAM208A	814
chr14	100949832	100949833	NR_003193	0.981	+	SNORD114-1	815
chr21	30590397	30590398	NM_001164434	0.981	-	KRTAP22-2	816
chr11	31812342	31812343	NM_001310158	0.981	-	PAX6	817
chr22	35066135	35066136	NM_001303508	0.98	+	ISX	818
chr8	52194361	52194362	NR_134310	0.98	+	LOC101929341	819
chr2	5974661	5974662	NR_106980	0.98	+	MIR7158	820
chr6	157529131	157529132	NR_037463	0.98	+	MIR3692	821
chr9	90023535	90023536	NR_036253	0.98	-	MIR4290	822
chr1	159945596	159945597	NM_001135050	0.978	-	IGSF9	823
chr20	57710182	57710183	NR_131157	0.978	+	NKILA	824
chr14	76154353	76154354	NR_110314	0.978	+	GPATCH2L	825
chr14	76154353	76154354	NM_017972	0.978	+	GPATCH2L	826
chr12	54033949	54033950	NR_030753	0.978	+	MIR615	827
chr1	159945596	159945597	NM_020789	0.978	-	IGSF9	828
chr12	117305052	117305053	NM_001204213	0.977	-	NOS1	829
chr2	110578732	110578733	NM_032260	0.977	-	RGPD5	830
chr19	36418648	36418649	NM_133466	0.977	-	ZFP82	831
